Food ID,Business Name,URL Link
4,Ding Ji Teochew Noodle,https://www.google.com/maps/place/Ding+Ji+Teochew+Noodle/data=!4m7!3m6!1s0x31da172205ed9257:0x6ead3208d8ee112e!8m2!3d1.3588402!4d103.8441866!16s%2Fg%2F11cn8sk3lb!19sChIJV5LtBSIX2jERLhHu2AgyrW4?authuser=0&hl=en&rclk=1
4,Sin Kian Heng Noodle,https://www.google.com/maps/place/Sin+Kian+Heng+Noodle/data=!4m7!3m6!1s0x31da172481c48ea1:0x85011202663c6ea4!8m2!3d1.3568198!4d103.838986!16s%2Fg%2F11c5zngn6l!19sChIJoY7EgSQX2jERpG48ZgISAYU?authuser=0&hl=en&rclk=1
4,Lai Heng Mushroom Minced Meat Noodles,https://www.google.com/maps/place/Lai+Heng+Mushroom+Minced+Meat+Noodles/data=!4m7!3m6!1s0x31da17698649973b:0x7942e8411ed4f07f!8m2!3d1.3339988!4d103.8517367!16s%2Fg%2F1pt_lfjfy!19sChIJO5dJhmkX2jERf_DUHkHoQnk?authuser=0&hl=en&rclk=1
4,Chai Chee Bak Chor Mee,https://www.google.com/maps/place/Chai+Chee+Bak+Chor+Mee/data=!4m7!3m6!1s0x31da3d0e1c868a2f:0x693036ce0c102124!8m2!3d1.3543358!4d103.9442917!16s%2Fg%2F11c29zn7g9!19sChIJL4qGHA492jERJCEQDM42MGk?authuser=0&hl=en&rclk=1
4,新益通 Xin Yit Thong Bak Chor Mee 704,https://www.google.com/maps/place/%E6%96%B0%E7%9B%8A%E9%80%9A+Xin+Yit+Thong+Bak+Chor+Mee+704/data=!4m7!3m6!1s0x31da3d970fd59047:0x5b847641e040e37f!8m2!3d1.3365333!4d103.9203354!16s%2Fg%2F11fr114_tk!19sChIJR5DVD5c92jERf-NA4EF2hFs?authuser=0&hl=en&rclk=1
5,Seng Kee Bak Kut Teh,https://www.google.com/maps/place/Seng+Kee+Bak+Kut+Teh/data=!4m7!3m6!1s0x31da16fcb2b17d29:0xaf966e770d19b288!8m2!3d1.3681603!4d103.8565177!16s%2Fg%2F11gf60lf19!19sChIJKX2xsvwW2jERiLIZDXdulq8?authuser=0&hl=en&rclk=1
5,Kota Zheng Zong Bak Kut Teh,https://www.google.com/maps/place/Kota+Zheng+Zong+Bak+Kut+Teh/data=!4m7!3m6!1s0x31da17d795f3298d:0xd9e292e160396838!8m2!3d1.364094!4d103.865424!16s%2Fg%2F11j8w447ws!19sChIJjSnzldcX2jEROGg5YOGS4tk?authuser=0&hl=en&rclk=1
5,Eng Kee Bak Kut Teh,https://www.google.com/maps/place/Eng+Kee+Bak+Kut+Teh/data=!4m7!3m6!1s0x31da171e29d5764d:0xd59d7d7ad6fd9bf7!8m2!3d1.363863!4d103.8479709!16s%2Fg%2F11f3s364h1!19sChIJTXbVKR4X2jER95v91np9ndU?authuser=0&hl=en&rclk=1
5,NG AH SIO Bak Kut Teh (Rangoon Road),https://www.google.com/maps/place/NG+AH+SIO+Bak+Kut+Teh+%28Rangoon+Road%29/data=!4m7!3m6!1s0x31da19db2fc45b69:0x12cb3f1bab1812d6!8m2!3d1.3176018!4d103.8528465!16s%2Fg%2F1tf_ktv5!19sChIJaVvEL9sZ2jER1hIYqxs_yxI?authuser=0&hl=en&rclk=1
5,Heng Heng Bak Kut Teh,https://www.google.com/maps/place/Heng+Heng+Bak+Kut+Teh/data=!4m7!3m6!1s0x31da19c449cff66d:0xa416f16ac20307e4!8m2!3d1.3135904!4d103.8530047!16s%2Fg%2F1v3kkld2!19sChIJbfbPScQZ2jER5AcDwmrxFqQ?authuser=0&hl=en&rclk=1
